1,GET,18,1.00,0.00,0.78,0.06,0.17,2,1,.jsp,0,0,0.00,0.00,0.00,0.00,0.00,10,1.00,0.00,1,1.00,0.00,0.69,0.06,0.25,1,1,1.00,0.00,0.30,0.22,0.48,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.75,0.00,0.25,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.44,0.53,0.02,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.64,0.29,0.07,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.63,0.10,0.27,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,no_content,0,0.00,0.00,0.00,0.00,0.00,1,1,normal
14,GET,27,1.00,0.00,0.81,0.04,0.15,3,1,.jsp,5,68,1.00,0.00,0.69,0.12,0.19,10,1.00,0.00,1,1.00,0.00,0.69,0.06,0.25,1,1,1.00,0.00,0.30,0.22,0.48,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.75,0.00,0.25,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.53,0.44,0.02,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.64,0.29,0.07,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.63,0.10,0.27,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,no_content,0,0.00,0.00,0.00,0.00,0.00,1,1,normal
27,POST,27,1.00,0.00,0.81,0.04,0.15,3,1,.jsp,0,0,0.00,0.00,0.00,0.00,0.00,12,1.00,0.00,1,1.00,0.00,0.69,0.06,0.25,1,1,1.00,0.00,0.30,0.22,0.48,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.75,0.00,0.25,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,1,1.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.00,1.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.12,1,1,1.00,0.00,0.42,0.56,0.02,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.64,0.29,0.07,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.63,0.10,0.27,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,application/x-www-form-urlencoded,68,1.00,0.00,0.69,0.12,0.19,1,14,normal
43,GET,31,1.00,0.00,0.84,0.03,0.13,3,1,.jsp,5,63,1.00,0.00,0.78,0.06,0.16,10,1.00,0.00,1,1.00,0.00,0.69,0.06,0.25,1,1,1.00,0.00,0.30,0.22,0.48,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.75,0.00,0.25,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.58,0.40,0.02,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.64,0.29,0.07,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.63,0.10,0.27,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,no_content,0,0.00,0.00,0.00,0.00,0.00,1,1,normal
56,POST,31,1.00,0.00,0.84,0.03,0.13,3,1,.jsp,0,0,0.00,0.00,0.00,0.00,0.00,12,1.00,0.00,1,1.00,0.00,0.69,0.06,0.25,1,1,1.00,0.00,0.30,0.22,0.48,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.75,0.00,0.25,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,1,1.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.00,1.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.12,1,1,1.00,0.00,0.56,0.42,0.02,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.64,0.29,0.07,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.63,0.10,0.27,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,application/x-www-form-urlencoded,63,1.00,0.00,0.78,0.06,0.16,1,11,normal
72,GET,36,1.00,0.00,0.86,0.03,0.11,3,1,.jsp,1,4,1.00,0.00,0.50,0.25,0.25,10,1.00,0.00,1,1.00,0.00,0.69,0.06,0.25,1,1,1.00,0.00,0.30,0.22,0.48,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.75,0.00,0.25,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.47,0.51,0.02,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.64,0.29,0.07,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.63,0.10,0.27,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,no_content,0,0.00,0.00,0.00,0.00,0.00,1,1,normal
85,POST,36,1.00,0.00,0.86,0.03,0.11,3,1,.jsp,0,0,0.00,0.00,0.00,0.00,0.00,12,1.00,0.00,1,1.00,0.00,0.69,0.06,0.25,1,1,1.00,0.00,0.30,0.22,0.48,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.75,0.00,0.25,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,1,1.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.00,1.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.12,1,1,1.00,0.00,0.53,0.44,0.02,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.64,0.29,0.07,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.63,0.10,0.27,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,application/x-www-form-urlencoded,4,1.00,0.00,0.50,0.25,0.25,1,2,normal
101,GET,28,1.00,0.00,0.82,0.04,0.14,3,1,.jsp,0,0,0.00,0.00,0.00,0.00,0.00,10,1.00,0.00,1,1.00,0.00,0.69,0.06,0.25,1,1,1.00,0.00,0.30,0.22,0.48,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.75,0.00,0.25,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.56,0.42,0.02,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.64,0.29,0.07,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.63,0.10,0.27,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,no_content,0,0.00,0.00,0.00,0.00,0.00,1,1,normal
114,GET,27,1.00,0.00,0.81,0.04,0.15,3,1,.jsp,1,33,1.00,0.00,0.94,0.00,0.06,10,1.00,0.00,1,1.00,0.00,0.69,0.06,0.25,1,1,1.00,0.00,0.30,0.22,0.48,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.75,0.00,0.25,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.49,0.49,0.02,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.64,0.29,0.07,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.63,0.10,0.27,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,no_content,0,0.00,0.00,0.00,0.00,0.00,1,1,normal
127,POST,27,1.00,0.00,0.81,0.04,0.15,3,1,.jsp,0,0,0.00,0.00,0.00,0.00,0.00,12,1.00,0.00,1,1.00,0.00,0.69,0.06,0.25,1,1,1.00,0.00,0.30,0.22,0.48,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.75,0.00,0.25,1,1,1.00,0.00,1.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,1,1.00,0.00,1.00,0.00,0.00,1,1,1.00,0.00,0.00,1.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.12,1,1,1.00,0.00,0.56,0.42,0.02,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.64,0.29,0.07,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.88,0.00,0.13,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,1,1.00,0.00,0.63,0.10,0.27,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,0.00,0.00,0.00,0.00,0.00,1,0,application/x-www-form-urlencoded,33,1.00,0.00,0.94,0.00,0.06,1,3,normal
